category,item,variety,date,price,unit
vegetable,lettuce,little_gem,2020-12-11,0.73,twin
vegetable,onion,bulb_brown,2020-12-11,0.39,kg
vegetable,onion,bulb_red,2020-12-11,0.52,kg
vegetable,swede,swede,2020-12-11,0.21,kg
vegetable,turnip,turnip,2020-12-11,1.13,kg
vegetable,parsnips,all_varieties,2020-12-11,0.92,kg
cut_flowers,tulips,tulips,2020-12-11,0.22,stem
fruit,apples,bramleys_seedling,2020-12-04,1.04,kg
fruit,apples,coxs_orange_group,2020-12-04,1.02,kg
fruit,apples,egremont_russet,2020-12-04,1.4,kg
fruit,apples,braeburn,2020-12-04,0.86,kg
fruit,apples,gala,2020-12-04,0.93,kg
fruit,apples,other_late_season,2020-12-04,0.97,kg
fruit,pears,conference,2020-12-04,0.84,kg
fruit,pears,doyenne_du_comice,2020-12-04,1.03,kg
fruit,pears,other,2020-12-04,0.67,kg
vegetable,beetroot,beetroot,2020-12-04,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-12-04,0.81,kg
vegetable,pak_choi,pak_choi,2020-12-04,2.64,kg
vegetable,curly_kale,curly_kale,2020-12-04,2.84,kg
vegetable,cabbage,red,2020-12-04,0.38,kg
vegetable,cabbage,savoy,2020-12-04,0.5,head
vegetable,spring_greens,prepacked,2020-12-04,0.8,kg
vegetable,cabbage,white,2020-12-04,0.36,kg
vegetable,cabbage,round_green_other,2020-12-04,0.48,head
vegetable,carrots,topped_washed,2020-12-04,0.46,kg
vegetable,cauliflower,all,2020-12-04,0.5,head
vegetable,celery,all_washed,2020-12-04,0.65,kg
vegetable,celeriac,celeriac,2020-12-04,0.75,kg
vegetable,chinese_leaf,chinese_leaf,2020-12-04,0.98,kg
vegetable,leeks,trimmed,2020-12-04,1.16,kg
vegetable,lettuce,butterhead_indoor,2020-12-04,0.39,head
vegetable,lettuce,little_gem,2020-12-04,0.73,twin
vegetable,onion,bulb_brown,2020-12-04,0.38,kg
vegetable,onion,bulb_red,2020-12-04,0.49,kg
vegetable,swede,swede,2020-12-04,0.21,kg
vegetable,turnip,turnip,2020-12-04,1.17,kg
vegetable,parsnips,all_varieties,2020-12-04,0.95,kg
cut_flowers,tulips,tulips,2020-12-04,0.22,stem
fruit,apples,bramleys_seedling,2020-11-27,1,kg
fruit,apples,coxs_orange_group,2020-11-27,0.95,kg
fruit,apples,egremont_russet,2020-11-27,1.5,kg
fruit,apples,braeburn,2020-11-27,0.81,kg
fruit,apples,gala,2020-11-27,0.93,kg
fruit,apples,other_late_season,2020-11-27,0.97,kg
fruit,pears,conference,2020-11-27,0.89,kg
fruit,pears,doyenne_du_comice,2020-11-27,1.07,kg
fruit,pears,other,2020-11-27,0.67,kg
fruit,strawberries,strawberries,2020-11-27,5.19,kg
vegetable,beetroot,beetroot,2020-11-27,0.46,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-11-27,0.79,kg
vegetable,pak_choi,pak_choi,2020-11-27,2.5,kg
vegetable,curly_kale,curly_kale,2020-11-27,2.52,kg
vegetable,cabbage,red,2020-11-27,0.4,kg
vegetable,cabbage,savoy,2020-11-27,0.48,head
vegetable,spring_greens,prepacked,2020-11-27,0.81,kg
vegetable,cabbage,summer_autumn_pointed,2020-11-27,0.58,kg
vegetable,cabbage,white,2020-11-27,0.37,kg
vegetable,cabbage,round_green_other,2020-11-27,0.47,head
vegetable,capsicum,green,2020-11-27,0.7,kg
vegetable,capsicum,red,2020-11-27,0.71,kg
vegetable,capsicum,elongated,2020-11-27,1.09,kg
vegetable,carrots,topped_washed,2020-11-27,0.47,kg
vegetable,cauliflower,all,2020-11-27,0.47,head
vegetable,celery,all_washed,2020-11-27,0.68,kg
vegetable,celeriac,celeriac,2020-11-27,0.76,kg
vegetable,chinese_leaf,chinese_leaf,2020-11-27,0.96,kg
vegetable,leeks,trimmed,2020-11-27,1.18,kg
vegetable,lettuce,butterhead_indoor,2020-11-27,0.38,head
vegetable,lettuce,cos,2020-11-27,0.52,head
vegetable,lettuce,little_gem,2020-11-27,0.66,twin
vegetable,onion,bulb_brown,2020-11-27,0.37,kg
vegetable,onion,bulb_red,2020-11-27,0.54,kg
vegetable,swede,swede,2020-11-27,0.22,kg
vegetable,turnip,turnip,2020-11-27,1.18,kg
vegetable,parsnips,all_varieties,2020-11-27,0.96,kg
vegetable,tomatoes,round,2020-11-27,1.36,kg
vegetable,tomatoes,cherry,2020-11-27,2.68,kg
cut_flowers,tulips,tulips,2020-11-27,0.22,stem
fruit,apples,bramleys_seedling,2020-11-20,1,kg
fruit,apples,coxs_orange_group,2020-11-20,1.02,kg
fruit,apples,egremont_russet,2020-11-20,1.56,kg
fruit,apples,braeburn,2020-11-20,0.85,kg
fruit,apples,gala,2020-11-20,0.88,kg
fruit,apples,other_late_season,2020-11-20,0.98,kg
fruit,pears,conference,2020-11-20,0.94,kg
fruit,pears,doyenne_du_comice,2020-11-20,1.02,kg
fruit,pears,other,2020-11-20,0.67,kg
fruit,strawberries,strawberries,2020-11-20,7.09,kg
vegetable,beetroot,beetroot,2020-11-20,0.45,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-11-20,0.76,kg
vegetable,pak_choi,pak_choi,2020-11-20,2.51,kg
vegetable,curly_kale,curly_kale,2020-11-20,2.5,kg
vegetable,cabbage,red,2020-11-20,0.39,kg
vegetable,cabbage,savoy,2020-11-20,0.49,head
vegetable,spring_greens,prepacked,2020-11-20,0.81,kg
vegetable,cabbage,summer_autumn_pointed,2020-11-20,0.57,kg
vegetable,cabbage,white,2020-11-20,0.35,kg
vegetable,cabbage,round_green_other,2020-11-20,0.49,head
vegetable,calabrese,calabrese,2020-11-20,1.02,kg
vegetable,capsicum,green,2020-11-20,0.69,kg
vegetable,capsicum,red,2020-11-20,0.9,kg
vegetable,carrots,topped_washed,2020-11-20,0.48,kg
vegetable,cauliflower,all,2020-11-20,0.5,head
vegetable,celery,all_washed,2020-11-20,0.69,kg
vegetable,celeriac,celeriac,2020-11-20,0.74,kg
vegetable,chinese_leaf,chinese_leaf,2020-11-20,0.98,kg
vegetable,coriander,coriander,2020-11-20,1.06,kg
vegetable,leeks,trimmed,2020-11-20,1.15,kg
vegetable,lettuce,butterhead_indoor,2020-11-20,0.38,head
vegetable,lettuce,cos,2020-11-20,0.52,head
vegetable,lettuce,little_gem,2020-11-20,0.69,twin
vegetable,onion,bulb_brown,2020-11-20,0.4,kg
vegetable,onion,bulb_red,2020-11-20,0.52,kg
vegetable,onion,saladspring,2020-11-20,0.21,kg
vegetable,swede,swede,2020-11-20,0.23,kg
vegetable,turnip,turnip,2020-11-20,1.21,kg
vegetable,parsnips,all_varieties,2020-11-20,0.95,kg
vegetable,spinach_leaf,loose_bunches,2020-11-20,1.06,kg
vegetable,tomatoes,round,2020-11-20,1.11,kg
vegetable,tomatoes,vine,2020-11-20,1.4,kg
vegetable,tomatoes,cherry,2020-11-20,2.32,kg
fruit,apples,bramleys_seedling,2020-11-13,0.96,kg
fruit,apples,coxs_orange_group,2020-11-13,0.97,kg
fruit,apples,egremont_russet,2020-11-13,1.29,kg
fruit,apples,braeburn,2020-11-13,0.82,kg
fruit,apples,gala,2020-11-13,0.88,kg
fruit,apples,other_early_season,2020-11-13,0.78,kg
fruit,apples,other_late_season,2020-11-13,0.94,kg
fruit,blackberries,blackberries,2020-11-13,3.5,kg
fruit,pears,conference,2020-11-13,0.71,kg
fruit,pears,doyenne_du_comice,2020-11-13,0.85,kg
fruit,strawberries,strawberries,2020-11-13,5.98,kg
vegetable,beetroot,beetroot,2020-11-13,0.49,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-11-13,0.8,kg
vegetable,pak_choi,pak_choi,2020-11-13,2.62,kg
vegetable,curly_kale,curly_kale,2020-11-13,2.64,kg
vegetable,cabbage,red,2020-11-13,0.37,kg
vegetable,cabbage,savoy,2020-11-13,0.49,head
vegetable,spring_greens,prepacked,2020-11-13,0.79,kg
vegetable,cabbage,summer_autumn_pointed,2020-11-13,0.58,kg
vegetable,cabbage,white,2020-11-13,0.37,kg
vegetable,cabbage,round_green_other,2020-11-13,0.47,head
vegetable,calabrese,calabrese,2020-11-13,1.07,kg
vegetable,capsicum,green,2020-11-13,0.56,kg
vegetable,capsicum,red,2020-11-13,0.6,kg
vegetable,carrots,topped_washed,2020-11-13,0.5,kg
vegetable,cauliflower,all,2020-11-13,0.56,head
vegetable,celery,all_washed,2020-11-13,0.78,kg
vegetable,celeriac,celeriac,2020-11-13,0.81,kg
vegetable,chinese_leaf,chinese_leaf,2020-11-13,0.84,kg
vegetable,coriander,coriander,2020-11-13,1.11,kg
vegetable,cucumbers,cucumbers,2020-11-13,0.87,kg
vegetable,leeks,trimmed,2020-11-13,1.17,kg
vegetable,lettuce,butterhead_indoor,2020-11-13,0.38,head
vegetable,lettuce,cos,2020-11-13,0.53,head
vegetable,lettuce,little_gem,2020-11-13,0.7,twin
vegetable,onion,bulb_brown,2020-11-13,0.37,kg
vegetable,onion,bulb_red,2020-11-13,0.52,kg
vegetable,onion,saladspring,2020-11-13,0.32,kg
vegetable,swede,swede,2020-11-13,0.23,kg
vegetable,turnip,turnip,2020-11-13,1.32,kg
vegetable,parsnips,all_varieties,2020-11-13,1.04,kg
vegetable,spinach_leaf,loose_bunches,2020-11-13,1.14,kg
vegetable,tomatoes,round,2020-11-13,0.64,kg
vegetable,tomatoes,vine,2020-11-13,1.78,kg
vegetable,tomatoes,cherry,2020-11-13,1.03,kg
cut_flowers,gladioli,all_varieties,2020-11-13,0.1,stem
fruit,apples,bramleys_seedling,2020-11-06,0.94,kg
fruit,apples,coxs_orange_group,2020-11-06,0.93,kg
fruit,apples,egremont_russet,2020-11-06,1.22,kg
fruit,apples,braeburn,2020-11-06,0.86,kg
fruit,apples,gala,2020-11-06,0.92,kg
fruit,apples,other_late_season,2020-11-06,0.83,kg
fruit,pears,conference,2020-11-06,0.75,kg
fruit,pears,doyenne_du_comice,2020-11-06,0.99,kg
fruit,raspberries,raspberries,2020-11-06,11.8,kg
fruit,strawberries,strawberries,2020-11-06,5.25,kg
vegetable,beans,runner_climbing,2020-11-06,2.53,kg
vegetable,beetroot,beetroot,2020-11-06,0.49,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-11-06,0.85,kg
vegetable,pak_choi,pak_choi,2020-11-06,2.36,kg
vegetable,curly_kale,curly_kale,2020-11-06,2.6,kg
vegetable,cabbage,red,2020-11-06,0.37,kg
vegetable,cabbage,savoy,2020-11-06,0.49,head
vegetable,spring_greens,prepacked,2020-11-06,0.79,kg
vegetable,cabbage,summer_autumn_pointed,2020-11-06,0.58,kg
vegetable,cabbage,white,2020-11-06,0.35,kg
vegetable,cabbage,round_green_other,2020-11-06,0.44,head
vegetable,calabrese,calabrese,2020-11-06,1.17,kg
vegetable,capsicum,green,2020-11-06,0.6,kg
vegetable,capsicum,red,2020-11-06,0.66,kg
vegetable,carrots,topped_washed,2020-11-06,0.5,kg
vegetable,cauliflower,all,2020-11-06,0.61,head
vegetable,celery,all_washed,2020-11-06,0.79,kg
vegetable,celeriac,celeriac,2020-11-06,0.8,kg
vegetable,chinese_leaf,chinese_leaf,2020-11-06,0.98,kg
vegetable,coriander,coriander,2020-11-06,1.87,kg
vegetable,cucumbers,cucumbers,2020-11-06,0.88,kg
vegetable,leeks,trimmed,2020-11-06,1.22,kg
vegetable,lettuce,butterhead_indoor,2020-11-06,0.39,head
vegetable,lettuce,cos,2020-11-06,0.6,head
vegetable,lettuce,crisp_iceberg_type,2020-11-06,0.56,head
vegetable,lettuce,little_gem,2020-11-06,0.73,twin
vegetable,onion,bulb_brown,2020-11-06,0.4,kg
vegetable,onion,bulb_red,2020-11-06,0.51,kg
vegetable,onion,saladspring,2020-11-06,0.33,kg
vegetable,swede,swede,2020-11-06,0.23,kg
vegetable,turnip,turnip,2020-11-06,1.4,kg
vegetable,parsnips,all_varieties,2020-11-06,1.05,kg
vegetable,rhubarb,outdoor,2020-11-06,1.42,kg
vegetable,spinach_leaf,loose_bunches,2020-11-06,1.03,kg
vegetable,sweetcorn,sweetcorn,2020-11-06,0.2,head
vegetable,tomatoes,round,2020-11-06,0.79,kg
vegetable,tomatoes,vine,2020-11-06,1.73,kg
vegetable,tomatoes,cherry,2020-11-06,1.05,kg
cut_flowers,gladioli,all_varieties,2020-11-06,0.11,stem
cut_flowers,tulips,tulips,2020-11-06,0.2,stem
fruit,apples,bramleys_seedling,2020-10-30,0.99,kg
fruit,apples,coxs_orange_group,2020-10-30,0.9,kg
fruit,apples,egremont_russet,2020-10-30,1.34,kg
fruit,apples,braeburn,2020-10-30,0.93,kg
fruit,apples,gala,2020-10-30,0.96,kg
fruit,apples,other_late_season,2020-10-30,0.9,kg
fruit,blackberries,blackberries,2020-10-30,12,kg
fruit,blueberries,blueberries,2020-10-30,11.2,kg
fruit,pears,conference,2020-10-30,0.92,kg
fruit,pears,doyenne_du_comice,2020-10-30,0.94,kg
fruit,raspberries,raspberries,2020-10-30,10.31,kg
fruit,strawberries,strawberries,2020-10-30,4.08,kg
vegetable,beans,broad,2020-10-30,1.51,kg
vegetable,beetroot,beetroot,2020-10-30,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-10-30,0.87,kg
vegetable,pak_choi,pak_choi,2020-10-30,2.37,kg
vegetable,curly_kale,curly_kale,2020-10-30,2.75,kg
vegetable,cabbage,red,2020-10-30,0.35,kg
vegetable,cabbage,savoy,2020-10-30,0.47,head
vegetable,spring_greens,prepacked,2020-10-30,0.8,kg
vegetable,cabbage,summer_autumn_pointed,2020-10-30,0.58,kg
vegetable,cabbage,white,2020-10-30,0.33,kg
vegetable,cabbage,round_green_other,2020-10-30,0.47,head
vegetable,calabrese,calabrese,2020-10-30,1.19,kg
vegetable,capsicum,red,2020-10-30,0.9,kg
vegetable,capsicum,elongated,2020-10-30,1.2,kg
vegetable,carrots,topped_washed,2020-10-30,0.5,kg
vegetable,cauliflower,all,2020-10-30,0.67,head
vegetable,celery,all_washed,2020-10-30,0.77,kg
vegetable,celeriac,celeriac,2020-10-30,0.66,kg
vegetable,chinese_leaf,chinese_leaf,2020-10-30,0.99,kg
vegetable,coriander,coriander,2020-10-30,1.14,kg
vegetable,cucumbers,cucumbers,2020-10-30,1.12,kg
vegetable,leeks,trimmed,2020-10-30,1.25,kg
vegetable,lettuce,butterhead_indoor,2020-10-30,0.38,head
vegetable,lettuce,cos,2020-10-30,0.59,head
vegetable,lettuce,crisp_iceberg_type,2020-10-30,0.58,head
vegetable,lettuce,little_gem,2020-10-30,0.7,twin
vegetable,rocket,rocket,2020-10-30,5.12,kg
vegetable,mixed_babyleaf_salad,pillow_pack,2020-10-30,5.73,kg
vegetable,onion,bulb_brown,2020-10-30,0.4,kg
vegetable,onion,bulb_red,2020-10-30,0.53,kg
vegetable,onion,saladspring,2020-10-30,0.34,kg
vegetable,swede,swede,2020-10-30,0.23,kg
vegetable,turnip,turnip,2020-10-30,1.54,kg
vegetable,parsnips,all_varieties,2020-10-30,1.03,kg
vegetable,rhubarb,outdoor,2020-10-30,1.42,kg
vegetable,spinach_leaf,loose_bunches,2020-10-30,1.31,kg
vegetable,sweetcorn,sweetcorn,2020-10-30,0.32,head
vegetable,tomatoes,round,2020-10-30,0.83,kg
vegetable,tomatoes,vine,2020-10-30,1.69,kg
vegetable,tomatoes,plum,2020-10-30,2.4,kg
cut_flowers,gladioli,all_varieties,2020-10-30,0.2,stem
fruit,apples,bramleys_seedling,2020-10-23,0.92,kg
fruit,apples,coxs_orange_group,2020-10-23,0.93,kg
fruit,apples,egremont_russet,2020-10-23,1.27,kg
fruit,apples,braeburn,2020-10-23,0.93,kg
fruit,apples,gala,2020-10-23,0.98,kg
fruit,apples,other_early_season,2020-10-23,0.64,kg
fruit,apples,other_mid_season,2020-10-23,0.7,kg
fruit,apples,other_late_season,2020-10-23,0.82,kg
fruit,blueberries,blueberries,2020-10-23,7.6,kg
fruit,pears,conference,2020-10-23,0.87,kg
fruit,pears,doyenne_du_comice,2020-10-23,0.99,kg
fruit,raspberries,raspberries,2020-10-23,9,kg
fruit,strawberries,strawberries,2020-10-23,5.1,kg
vegetable,beans,broad,2020-10-23,1.35,kg
vegetable,beans,dwarf_french_or_kidney,2020-10-23,2.46,kg
vegetable,beans,runner_climbing,2020-10-23,1.95,kg
vegetable,beetroot,beetroot,2020-10-23,0.48,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-10-23,0.86,kg
vegetable,pak_choi,pak_choi,2020-10-23,2.37,kg
vegetable,curly_kale,curly_kale,2020-10-23,2.81,kg
vegetable,cabbage,red,2020-10-23,0.36,kg
vegetable,cabbage,savoy,2020-10-23,0.47,head
vegetable,spring_greens,prepacked,2020-10-23,0.81,kg
vegetable,cabbage,summer_autumn_pointed,2020-10-23,0.56,kg
vegetable,cabbage,white,2020-10-23,0.33,kg
vegetable,cabbage,round_green_other,2020-10-23,0.47,head
vegetable,calabrese,calabrese,2020-10-23,1.21,kg
vegetable,capsicum,elongated,2020-10-23,1.2,kg
vegetable,capsicum,yelloworange,2020-10-23,0.6,kg
vegetable,carrots,topped_washed,2020-10-23,0.5,kg
vegetable,cauliflower,all,2020-10-23,1.1,head
vegetable,celery,all_washed,2020-10-23,0.78,kg
vegetable,celeriac,celeriac,2020-10-23,0.65,kg
vegetable,chinese_leaf,chinese_leaf,2020-10-23,0.99,kg
vegetable,coriander,coriander,2020-10-23,1.11,kg
vegetable,cucumbers,cucumbers,2020-10-23,1.19,kg
vegetable,leeks,trimmed,2020-10-23,1.24,kg
vegetable,lettuce,butterhead_indoor,2020-10-23,0.38,head
vegetable,lettuce,cos,2020-10-23,0.6,head
vegetable,lettuce,crisp_iceberg_type,2020-10-23,0.6,head
vegetable,lettuce,little_gem,2020-10-23,0.68,twin
vegetable,rocket,rocket,2020-10-23,5.28,kg
vegetable,mixed_babyleaf_salad,pillow_pack,2020-10-23,4.33,kg
vegetable,onion,bulb_brown,2020-10-23,0.4,kg
vegetable,onion,bulb_red,2020-10-23,0.54,kg
vegetable,onion,saladspring,2020-10-23,0.34,kg
vegetable,swede,swede,2020-10-23,0.23,kg
vegetable,turnip,turnip,2020-10-23,1.53,kg
vegetable,parsnips,all_varieties,2020-10-23,1.02,kg
vegetable,rhubarb,outdoor,2020-10-23,1.49,kg
vegetable,spinach_leaf,loose_bunches,2020-10-23,1.25,kg
vegetable,sweetcorn,sweetcorn,2020-10-23,0.29,head
vegetable,tomatoes,round,2020-10-23,0.98,kg
vegetable,tomatoes,vine,2020-10-23,2.1,kg
cut_flowers,gladioli,all_varieties,2020-10-23,0.24,stem
fruit,apples,bramleys_seedling,2020-10-16,0.98,kg
fruit,apples,coxs_orange_group,2020-10-16,0.99,kg
fruit,apples,egremont_russet,2020-10-16,1.24,kg
fruit,apples,braeburn,2020-10-16,0.99,kg
fruit,apples,gala,2020-10-16,1.02,kg
fruit,apples,other_early_season,2020-10-16,0.7,kg
fruit,apples,other_mid_season,2020-10-16,0.75,kg
fruit,apples,other_late_season,2020-10-16,0.84,kg
fruit,blackberries,blackberries,2020-10-16,10.5,kg
fruit,blueberries,blueberries,2020-10-16,8.64,kg
fruit,pears,conference,2020-10-16,0.89,kg
fruit,pears,doyenne_du_comice,2020-10-16,0.96,kg
fruit,raspberries,raspberries,2020-10-16,9.69,kg
fruit,strawberries,strawberries,2020-10-16,5.8,kg
vegetable,beans,broad,2020-10-16,1.28,kg
vegetable,beans,dwarf_french_or_kidney,2020-10-16,2.59,kg
vegetable,beans,runner_climbing,2020-10-16,2.22,kg
vegetable,beetroot,beetroot,2020-10-16,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-10-16,0.91,kg
vegetable,pak_choi,pak_choi,2020-10-16,2.41,kg
vegetable,curly_kale,curly_kale,2020-10-16,2.85,kg
vegetable,cabbage,red,2020-10-16,0.35,kg
vegetable,cabbage,savoy,2020-10-16,0.46,head
vegetable,spring_greens,prepacked,2020-10-16,0.82,kg
vegetable,cabbage,summer_autumn_pointed,2020-10-16,0.58,kg
vegetable,cabbage,white,2020-10-16,0.33,kg
vegetable,cabbage,round_green_other,2020-10-16,0.48,head
vegetable,calabrese,calabrese,2020-10-16,1.19,kg
vegetable,capsicum,green,2020-10-16,1.25,kg
vegetable,capsicum,red,2020-10-16,1.05,kg
vegetable,capsicum,elongated,2020-10-16,1.2,kg
vegetable,carrots,topped_washed,2020-10-16,0.49,kg
vegetable,cauliflower,all,2020-10-16,1.83,head
vegetable,celery,all_washed,2020-10-16,0.78,kg
vegetable,celeriac,celeriac,2020-10-16,0.68,kg
vegetable,chinese_leaf,chinese_leaf,2020-10-16,0.96,kg
vegetable,coriander,coriander,2020-10-16,1.58,kg
vegetable,cucumbers,cucumbers,2020-10-16,1.09,kg
vegetable,leeks,trimmed,2020-10-16,1.25,kg
vegetable,lettuce,butterhead_indoor,2020-10-16,0.39,head
vegetable,lettuce,cos,2020-10-16,0.6,head
vegetable,lettuce,crisp_iceberg_type,2020-10-16,0.61,head
vegetable,lettuce,little_gem,2020-10-16,0.61,twin
vegetable,rocket,rocket,2020-10-16,4.86,kg
vegetable,mixed_babyleaf_salad,pillow_pack,2020-10-16,4.65,kg
vegetable,onion,bulb_brown,2020-10-16,0.41,kg
vegetable,onion,bulb_red,2020-10-16,0.54,kg
vegetable,onion,saladspring,2020-10-16,0.35,kg
vegetable,swede,swede,2020-10-16,0.23,kg
vegetable,turnip,turnip,2020-10-16,1.38,kg
vegetable,parsnips,all_varieties,2020-10-16,1.07,kg
vegetable,peas,shelling_all_varieties,2020-10-16,1.56,kg
vegetable,rhubarb,outdoor,2020-10-16,1.42,kg
vegetable,spinach_leaf,loose_bunches,2020-10-16,1.27,kg
vegetable,sweetcorn,sweetcorn,2020-10-16,0.26,head
vegetable,tomatoes,round,2020-10-16,1.42,kg
vegetable,tomatoes,vine,2020-10-16,2.1,kg
vegetable,tomatoes,cherry,2020-10-16,4.62,kg
cut_flowers,gladioli,all_varieties,2020-10-16,0.23,stem
fruit,apples,bramleys_seedling,2020-10-09,0.96,kg
fruit,apples,coxs_orange_group,2020-10-09,0.96,kg
fruit,apples,egremont_russet,2020-10-09,1.25,kg
fruit,apples,braeburn,2020-10-09,0.9,kg
fruit,apples,gala,2020-10-09,1,kg
fruit,apples,other_early_season,2020-10-09,0.75,kg
fruit,apples,other_mid_season,2020-10-09,0.88,kg
fruit,apples,other_late_season,2020-10-09,1,kg
fruit,blackberries,blackberries,2020-10-09,7.34,kg
fruit,blueberries,blueberries,2020-10-09,6.85,kg
fruit,pears,conference,2020-10-09,0.83,kg
fruit,pears,doyenne_du_comice,2020-10-09,1.02,kg
fruit,raspberries,raspberries,2020-10-09,10.54,kg
fruit,strawberries,strawberries,2020-10-09,5.56,kg
vegetable,beans,broad,2020-10-09,1.33,kg
vegetable,beans,dwarf_french_or_kidney,2020-10-09,1.92,kg
vegetable,beans,runner_climbing,2020-10-09,3.38,kg
vegetable,beetroot,beetroot,2020-10-09,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-10-09,0.81,kg
vegetable,pak_choi,pak_choi,2020-10-09,2.39,kg
vegetable,curly_kale,curly_kale,2020-10-09,2.9,kg
vegetable,cabbage,red,2020-10-09,0.34,kg
vegetable,cabbage,savoy,2020-10-09,0.46,head
vegetable,spring_greens,prepacked,2020-10-09,0.71,kg
vegetable,cabbage,summer_autumn_pointed,2020-10-09,0.58,kg
vegetable,cabbage,white,2020-10-09,0.31,kg
vegetable,cabbage,round_green_other,2020-10-09,0.47,head
vegetable,calabrese,calabrese,2020-10-09,1.18,kg
vegetable,capsicum,green,2020-10-09,1.25,kg
vegetable,capsicum,red,2020-10-09,1.05,kg
vegetable,capsicum,elongated,2020-10-09,1.6,kg
vegetable,carrots,topped_washed,2020-10-09,0.49,kg
vegetable,cauliflower,all,2020-10-09,1.62,head
vegetable,celery,all_washed,2020-10-09,0.77,kg
vegetable,celeriac,celeriac,2020-10-09,0.68,kg
vegetable,chinese_leaf,chinese_leaf,2020-10-09,0.93,kg
vegetable,coriander,coriander,2020-10-09,1.95,kg
vegetable,courgettes,courgettes,2020-10-09,1.29,kg
vegetable,cucumbers,cucumbers,2020-10-09,1.05,kg
vegetable,leeks,trimmed,2020-10-09,1.24,kg
vegetable,lettuce,butterhead_indoor,2020-10-09,0.39,head
vegetable,lettuce,cos,2020-10-09,0.57,head
vegetable,lettuce,crisp_iceberg_type,2020-10-09,0.58,head
vegetable,lettuce,little_gem,2020-10-09,0.69,twin
vegetable,rocket,rocket,2020-10-09,5.11,kg
vegetable,mixed_babyleaf_salad,pillow_pack,2020-10-09,4.66,kg
vegetable,onion,bulb_brown,2020-10-09,0.4,kg
vegetable,onion,bulb_red,2020-10-09,0.54,kg
vegetable,onion,saladspring,2020-10-09,0.33,kg
vegetable,swede,swede,2020-10-09,0.23,kg
vegetable,turnip,turnip,2020-10-09,1.42,kg
vegetable,parsnips,all_varieties,2020-10-09,1.07,kg
vegetable,peas,shelling_all_varieties,2020-10-09,2.11,kg
vegetable,rhubarb,outdoor,2020-10-09,1.36,kg
vegetable,spinach_leaf,loose_bunches,2020-10-09,1.54,kg
vegetable,sweetcorn,sweetcorn,2020-10-09,0.31,head
vegetable,tomatoes,round,2020-10-09,1.32,kg
vegetable,tomatoes,vine,2020-10-09,2.73,kg
vegetable,tomatoes,cherry,2020-10-09,3.56,kg
cut_flowers,gladioli,all_varieties,2020-10-09,0.24,stem
fruit,apples,bramleys_seedling,2020-10-02,0.98,kg
fruit,apples,coxs_orange_group,2020-10-02,0.98,kg
fruit,apples,egremont_russet,2020-10-02,1.25,kg
fruit,apples,braeburn,2020-10-02,0.9,kg
fruit,apples,gala,2020-10-02,1,kg
fruit,apples,other_early_season,2020-10-02,0.81,kg
fruit,apples,other_mid_season,2020-10-02,0.9,kg
fruit,apples,other_late_season,2020-10-02,1.04,kg
fruit,blackberries,blackberries,2020-10-02,8.62,kg
fruit,blueberries,blueberries,2020-10-02,9.59,kg
fruit,pears,conference,2020-10-02,0.88,kg
fruit,pears,doyenne_du_comice,2020-10-02,1,kg
fruit,plums,all_other,2020-10-02,1.76,kg
fruit,raspberries,raspberries,2020-10-02,10.98,kg
fruit,strawberries,strawberries,2020-10-02,4.02,kg
vegetable,beans,broad,2020-10-02,1.47,kg
vegetable,beans,dwarf_french_or_kidney,2020-10-02,2.07,kg
vegetable,beans,runner_climbing,2020-10-02,3.46,kg
vegetable,beetroot,beetroot,2020-10-02,0.47,kg
vegetable,brussels_sprouts,brussels_sprouts,2020-10-02,0.9,kg
vegetable,pak_choi,pak_choi,2020-10-02,2.42,kg
vegetable,curly_kale,curly_kale,2020-10-02,2.68,kg
vegetable,cabbage,red,2020-10-02,0.35,kg
vegetable,cabbage,savoy,2020-10-02,0.46,head
vegetable,spring_greens,prepacked,2020-10-02,0.71,kg
vegetable,cabbage,summer_autumn_pointed,2020-10-02,0.57,kg
vegetable,cabbage,white,2020-10-02,0.34,kg
vegetable,cabbage,round_green_other,2020-10-02,0.47,head
vegetable,calabrese,calabrese,2020-10-02,1.21,kg
vegetable,capsicum,red,2020-10-02,0.85,kg
vegetable,capsicum,elongated,2020-10-02,1.6,kg
vegetable,carrots,topped_washed,2020-10-02,0.5,kg
vegetable,cauliflower,all,2020-10-02,1.55,head
vegetable,celery,all_washed,2020-10-02,0.77,kg
vegetable,celeriac,celeriac,2020-10-02,0.69,kg
vegetable,chinese_leaf,chinese_leaf,2020-10-02,1,kg
vegetable,coriander,coriander,2020-10-02,1.76,kg
vegetable,courgettes,courgettes,2020-10-02,1.45,kg
vegetable,cucumbers,cucumbers,2020-10-02,1.1,kg
vegetable,leeks,trimmed,2020-10-02,1.22,kg
